us-airways,Food,Queried food and drinks policy only to be told they were not a canteen service and wouldn't be looking after a grown man!
us-airways,Food,A nice touch on the outbound trip was a mid flight ice cream snack and the complementary wine with meals was also appreciated.
us-airways,Food,Entertainment is provided by a Samsung ipad like device - which is good but means you put it away when food comes they aslo take them all back way before we landed so did not get to finish two movies on a 6hr flight.
us-airways,Food,The plane had no video/TV screens and I had no tray available for the poor food service provided, could not even eat the "meal" provided.
us-airways,Food,Good food service.
us-airways,Delayed Flight,25 People waiting in line to book a new connecting flight since the now delayed flight (which we had to figure out on our own) would make everyone miss their connection, we are not spoken to, rather told to board the plane with a "50/50 shot you could rebook your connection in Dallas."
us-airways,Delayed Flight,We wasted money waiting around for our delayed flight and the only compensation we had was one free alcoholic drink on the way over.
us-airways,Delayed Flight,At the last minute they added people from other delayed flights.
us-airways,Delayed Flight,We started with a delayed flight out of DFW 1.5 hours delayed while we waited on the plane to be de-iced.
us-airways,Delayed Flight,Next flight waited for passengers to come in from a delayed flight.
us-airways,Cancelled Flight,We sat on the plane for an hour then taxied to the runway and waited another hour only to be informed that the flight would now be cancelled due to the weather.
us-airways,Cancelled Flight,Nope - cancelled, placed on a connecting flight at 2.45, arrive, have my gate changed to the other side of the airport without prior notification and then the connecting flight to my final destination was delayed three times.
us-airways,Cancelled Flight,Monday my flight was canceled and given notice only minutes before I was going to leave.
us-airways,Cancelled Flight,I see your reservation but for some reason US Airways cancelled your seats on that portion of the trip.
us-airways,Cancelled Flight,Flights were cancelled on the East Coast.
us-airways,Cancelled Flight,The return trip was no better as they cancelled us from the return flight because we had missed our original flight from Phoenix.
us-airways,Cancelled Flight,A couple of weeks ago, a flight was canceled for some unknown reason and I had to fly into a city that was two hours away from my destination instead of having to wait in the airport overnight for the next flight.
us-airways,Cancelled Flight,My flight coming home to PHL was canceled due to not enough crew members (as the email says).
us-airways,Cancelled Flight,After waiting for almost 3 hours that flight was cancelled.
us-airways,Cancelled Flight,About 6.5 hours after its scheduled departure time (including over 5 hours of being forced to stay on the plane) US Airways cancelled its flight and left us all to find another flight.
us-airways,General,Flight was delayed 4 hours because the crew needed time off.
us-airways,General,Arriving at Orlando airport there was nothing less than disorganized chaos by the check in.
us-airways,General,Does US Airways only have one crew available?
us-airways,General,Even better - flight crew was at baggage claim and unable to find accommodation for the night - so AA/US Airways not only jerking around customers but crew as well (not surprisingly).
us-airways,General,US Airways then stated they could do nothing until the next day's flight to get us out.
us-airways,General,She then explained that we wouldn't be able to make it to our earlier flight, but that we could ask the help desk to get us seats on the 10:30 flight, or have the airline pay for our hotel to leave the next morning because the delay was due to "maintenance" issues.
us-airways,General,While I was waiting to take off I get an email from US Airways that due to the delay and me missing my connection flight I was being moved to another flight connecting from PHX to LAX and then to HNL but the flight wasn't until the next day and no mention of them paying for a place for me to stay.
us-airways,General,This is all suspicious to us as on our flight out of the U.S. we got delayed on the tarmac until the crew timed out thank goodness Delta helped us get us out!
us-airways,General,First flight we were able to get seats together arranged by agent at front desk but connecting flight the flight crew told us to ask people in the seats if they would switch with us.
us-airways,General,Flight was delayed 4 hours because the crew needed time off.
us-airways,Lost Luggage,The ground staff told me my baggage would arrive after 9pm by which time I would have lost the last coach to Indiana.
us-airways,Lost Luggage,Only to be told that she didn't have the key to look in the lost baggage area she said she'd be right back (never came back).
us-airways,Lost Luggage,My baggage had somehow been lost in Philadelphia - so did not receive it until the day after I arrived.
us-airways,Lost Luggage,Waited in long line at 1am to file lost baggage report.
us-airways,Lost Luggage,No lost baggage.
american-airlines,Booking Problems,My confirmed booked tickets, for my wife and I had two transfers.
american-airlines,Booking Problems,I tried to log in to my flight the night before to book seats to together and found to my horror there were no seats together and I had no choice but to choose from the few left.
american-airlines,Booking Problems,An hour later it was discovered that when re-routing us the person had neglected to issue us a ticket and now our flight was over booked.
american-airlines,Booking Problems,Coming into DFW I checked online and it showed what looked like I had been rebooked on the 2nd of 2 remaining flights but Emails after arrival which were generic made me think I had been rebooked on the first of the two.
american-airlines,Booking Problems,They are aggressive and used tactics trying to make me feel I was inadequate in my booking purchase.
american-airlines,Booking Problems,Missed our connection and the rebooked one too.
american-airlines,Booking Problems,Told that even though I had booked first class if I wanted to get to Toronto the next morning it would be in the back of economy told that the only first class available would be in two days.
american-airlines,Booking Problems,I chose to fly American Airlines because they offered the cheapest flight at the time I booked.
american-airlines,Booking Problems,Directed to counters to deal with and maybe try and book next flight.
american-airlines,Booking Problems,I was given stand-by for AA in the morning and if I didn't make that then an 8.05 pm flight was booked for me.
american-airlines,Food,The one downside was the food, which was not only below what one would expect for J and not very tasty either.
american-airlines,Food,After 2 hours of delay, given $12 meal voucher.
american-airlines,Food,Was served a complimentary drink but no food, but again only a 1.5 hour flight.
american-airlines,Food,Delta was great service, great seats, great food.
american-airlines,Food,Business class was excellent, plenty of food choices, generous servings and good food quality.
american-airlines,Food,On the return flight on June 26 from London to New York flight AA107 the service was better, like the food, plane with plenty of room for the feet and service better than normal.
american-airlines,Food,No offers of second drinks, all they seemed to want to do was to get the meal service over so that they could sit down and rest.
american-airlines,Food,Good cabin service - food and drink could be better.
american-airlines,Food,On the BOS-LHR flight (B747-400) they put us in premium economy seating was good but meal disgusting.
american-airlines,Food,The first leg was fine on time and was surprised that a meal was served on a short two hour flight.
american-airlines,Delayed Flight,In 1 day 2 delayed flights, one with 4hr, second one with 2hr delay.
american-airlines,Delayed Flight,After taking the original delayed flight I got a hotel in Chicago for 200$ because the flight out the next day was not until 5:05pm.
american-airlines,Delayed Flight,Return flight I requested baggage to be checked through to SYD which took some time to organise due to booking problems caused by the earlier delay when I had been taken off the delayed flights but then reinstated.
american-airlines,Delayed Flight,On our return aircraft had an engine problem delayed flight for 4 hours missed connecting flight in MIA to NYC because of this issue.
american-airlines,Delayed Flight,Our delayed flight caused us to only have 30 minutes to catch our connecting flight- which ended up leaving 10 minutes early (I am not making this up)- meaning we missed it.
american-airlines,Cancelled Flight,I could not cancel even within the first 5 minutes.
american-airlines,Cancelled Flight,The flight was then canceled altogether.
american-airlines,Cancelled Flight,This again lead to an almost 2 hour wait in order to re-book after already waiting an hour prior to the flight being cancelled, causing many of us to miss our chance at making a compatible connection flight.
american-airlines,Cancelled Flight,We had to all disembark and after an hours wait we were told our flight was cancelled and we would need to rebook.
american-airlines,Cancelled Flight,Sat in airport all day to find out at around 3pm that the flight had been cancelled due to a technical issue.
american-airlines,Cancelled Flight,Was informed via voicemail my next flight was delayed and then another canceling.
american-airlines,Cancelled Flight,Our flight from MAN to JFK was cancelled due to engine issues which resulted in us having to rebook and we ended up flying via LHR.
american-airlines,Cancelled Flight,When our flight on June 25 (2971) from ORD to MLI was canceled due to mechanical issues, we were given incorrect information from multiple AA gate agents (ie.
american-airlines,Cancelled Flight,It's ridiculous that it would take me 4 hours in the airport to get rescheduled when I checked in well in advance (4hours) after my flight was canceled.
american-airlines,Cancelled Flight,So we had cancelled flight, then our scheduled return flight to connect with another international flight was delayed by hours.
american-airlines,General,After 10 minutes the pilot informed us that a member of American Airlines staff had attempted to open the cabin door when it had already been locked which resulted in the life raft falling off the plane!
american-airlines,General,We were put on flight the next day via Dublin which resulted us being over 24 hours late home.
american-airlines,General,We were put on flight the next day via Dublin which resulted us being over 24 hours late home.
american-airlines,General,After 10 minutes the pilot informed us that a member of American Airlines staff had attempted to open the cabin door when it had already been locked which resulted in the life raft falling off the plane!
american-airlines,General,After 10 minutes the pilot informed us that a member of American Airlines staff had attempted to open the cabin door when it had already been locked which resulted in the life raft falling off the plane!
american-airlines,General,After 10 minutes the pilot informed us that a member of American Airlines staff had attempted to open the cabin door when it had already been locked which resulted in the life raft falling off the plane!
american-airlines,General,After 10 minutes the pilot informed us that a member of American Airlines staff had attempted to open the cabin door when it had already been locked which resulted in the life raft falling off the plane!
american-airlines,General,After 10 minutes the pilot informed us that a member of American Airlines staff had attempted to open the cabin door when it had already been locked which resulted in the life raft falling off the plane!
american-airlines,General,After 10 minutes the pilot informed us that a member of American Airlines staff had attempted to open the cabin door when it had already been locked which resulted in the life raft falling off the plane!
american-airlines,General,After 10 minutes the pilot informed us that a member of American Airlines staff had attempted to open the cabin door when it had already been locked which resulted in the life raft falling off the plane!
american-airlines,Lost Luggage,Four others lost baggage.
american-airlines,Lost Luggage,I have not flown AA in years due to lost luggage issues previously and this is my experience the first time I tried to use them again.
american-airlines,Lost Luggage,En route two of my three flights were delayed almost causing me to miss a connection and my baggage was lost - not sure if by American or one of the affiliated carriers.
american-airlines,Lost Luggage,Had to wait 2 hours in Costa Rica airport for lost luggage and said would have it later that night delivered to hotel.
