,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
4900,569667173544812546,neutral,0.6548,general,0.0,Southwest,,thaisayz,,0,@SouthwestAir where is mines?,,2015-02-22 17:16:52 -0800,USA ,Central Time (US & Canada)
4901,569667075280498688,positive,1.0,general,0.7500000000000001,Southwest,,cvandivere,,0,@SouthwestAir I continue to be amazed by the amazing customer service.  Thank you SWA!,"[29.65283375, -95.275749]",2015-02-22 17:16:29 -0800,,
4902,569667019693359104,neutral,1.0,general,0.0,Southwest,,lauravelasquez,,3,@SouthwestAir ...and how does one obtain this companion pass?,,2015-02-22 17:16:16 -0800,"Denver, CO",Eastern Time (US & Canada)
4903,569666778030346240,positive,0.6535,general,0.0,Southwest,,ScottSusman,,0,"@SouthwestAir Yes, please.",,2015-02-22 17:15:18 -0800,,Central Time (US & Canada)
4904,569666708278878208,neutral,1.0,general,0.0,Southwest,,FSXPlayer99,,0,@SouthwestAir https://t.co/OQUKSo3s2O subscribe please https://t.co/OQUKSo3s2O,,2015-02-22 17:15:01 -0800,México ,Eastern Time (US & Canada)
4905,569666606424420352,positive,1.0,general,0.0,Southwest,,Jeffb2,,0,@SouthwestAir sign me up!,,2015-02-22 17:14:37 -0800,,
4906,569666513352806400,positive,0.6633,general,0.0,Southwest,,lot223,,0,@SouthwestAir just got mine..now where to go??,,2015-02-22 17:14:15 -0800,,Central Time (US & Canada)
4907,569666470482804737,negative,1.0,Can't Tell,-1.0,Southwest,,k_wasie,,0,@SouthwestAir wifi is the worst $8 investment I have ever made.,,2015-02-22 17:14:05 -0800,The happiest place on Earth!,Eastern Time (US & Canada)
4908,569665019899572226,neutral,1.0,general,0.0,Southwest,,T_Smooth87,,0,@SouthwestAir Can I get any help with Cancelled Flighting my flight reservation?,,2015-02-22 17:08:19 -0800,Fayette County/Oakland #901,Central Time (US & Canada)
4909,569660864653099009,negative,1.0,Cancelled Flight,-0.2625,Southwest,,rebaabq,,0,@SouthwestAir sitting in Newark because flight 4179 was Cancelled Flightled for no apparent reason.  All I was told was sorry after 2.5 hrs waiting,,2015-02-22 16:51:48 -0800,,
4910,569660698231308290,neutral,0.6926,general,0.0,Southwest,,arteriesrus,,0,@SouthwestAir I have followed you. Awaiting your DM.,"[40.91509493, -81.4367726]",2015-02-22 16:51:08 -0800,Salt Lake City,Mountain Time (US & Canada)
4911,569658322732756992,neutral,0.7067,general,0.0,Southwest,,Ashishwadhwa9,,0,"@SouthwestAir -U dont have Atlanta to San fransisco in 99$ in the present sale, like u had in the last sale?Im looking for 2 return tickets",,2015-02-22 16:41:42 -0800,,
4912,569657389722550272,negative,1.0,Lost Luggage,0.03571428571428571,Southwest,,jparkermastin,,0,@SouthwestAir couldn't be bothered to help with my lost my luggage. Not a single helpful employee owner to be found in BWI.,,2015-02-22 16:38:00 -0800,,
4913,569655614432915456,negative,1.0,Late Flight,-0.2222222222222222,Southwest,,attra_versiamo,,0,@SouthwestAir Seriously? FOUR DELAYS? Only takes 42 minutes to get to Vegas from @flyLAXairport &amp; I have a connecting flight. #ridiculous,,2015-02-22 16:30:56 -0800,,
4914,569652584761462784,negative,1.0,Lost Luggage,-0.2,Southwest,,ciaobellaxoxo89,,0,"@SouthwestAir should get their shit together before they owe my $2,000 for my bag.",,2015-02-22 16:18:54 -0800,,
4915,569651470615887872,negative,1.0,Customer Service Issue,0.0,Southwest,,Techno_Quaya,,0,@SouthwestAir I requested my boarding pass to be texted to me but I still haven't received it.,,2015-02-22 16:14:28 -0800,college,Eastern Time (US & Canada)
4916,569650294746820609,negative,1.0,Late Flight,0.39285714285714285,Southwest,,mikeslagle,,0,@SouthwestAir I gave you one more try. Figured you could get a 1 hr flight right. Nope. Delayed an hr. Seems to be every time.,"[32.73284288, -117.19634507]",2015-02-22 16:09:48 -0800,,Pacific Time (US & Canada)
4917,569649779090833408,negative,1.0,Can't Tell,0.0,Southwest,,CheyHoProblems,,0,@SouthwestAir I'm gonna ignore the fasten seatbelt sign and I want to see if ur man enough to do anything about it!!!,,2015-02-22 16:07:45 -0800,,Mountain Time (US & Canada)
4918,569649617802891264,negative,1.0,Can't Tell,0.32500000000000007,Southwest,,jameswbetts,,0,@SouthwestAir I'm a huge fan and give y'all too much business...so please fix the damn wifi!,,2015-02-22 16:07:07 -0800,Sunny Florida,Eastern Time (US & Canada)
4919,569649277888106496,neutral,0.6809,general,0.0,Southwest,,courtney_curley,,0,@SouthwestAir got it.  Next time I will know about paying extra to make the A Line.,,2015-02-22 16:05:46 -0800,,
4920,569648240150204416,negative,1.0,Customer Service Issue,-1.0,Southwest,,arteriesrus,,0,"@SouthwestAir  we understand air delays which are out of your control, terrible telephone support, apps and online access that do not work??","[40.91497406, -81.43686526]",2015-02-22 16:01:38 -0800,Salt Lake City,Mountain Time (US & Canada)
4921,569646857632096256,neutral,0.6592,general,0.0,Southwest,,ae4mcae,,0,@SouthwestAir Flying South by Southwest from SJC to SNA tiday http://t.co/KJKuVJ6CMo,,2015-02-22 15:56:09 -0800,"Fremont, CA",Pacific Time (US & Canada)
4922,569644697309872128,positive,0.6406,general,0.2,Southwest,,seve12345,,0,@SouthwestAir thanks connection thru Nashville have A1 boarding pass get to Dallas gate boarding 40 min before flt get end of B group,,2015-02-22 15:47:33 -0800,,Quito
4923,569644492040613888,positive,0.6807,general,0.0148148148148148,Southwest,,cyndibrown327,,0,@SouthwestAir Weather keeps slowing us down. Not your fault. This is the 1st time a Southwest flight of mine was Late Flight so I can't complain :),,2015-02-22 15:46:45 -0800,,Eastern Time (US & Canada)
4924,569644456376340480,positive,0.6748,general,0.2,Southwest,,AuGres_MI,,0,@SouthwestAir Thanks.,"[42.58417604, -83.1064707]",2015-02-22 15:46:36 -0800,Back in the Mitten,
4925,569644414395486209,neutral,1.0,general,0.8,Southwest,,TaylorLumsden,,0,@SouthwestAir still planing on flights into Dal? We are trying to fly in tomorrow from lax,,2015-02-22 15:46:26 -0800,"Dallas, Texas",Mountain Time (US & Canada)
4926,569644350906310657,negative,1.0,Late Flight,0.2,Southwest,,masonsontwiter2,,0,@SouthwestAir now I can't board thanks. You guys moved me to standby. I've been holding this boarding pass since 7pm yesterday,,2015-02-22 15:46:11 -0800,,Alaska
4927,569644310045417472,positive,1.0,general,0.9500000000000001,Southwest,,SamuelLSchultz,,0,@SouthwestAir has a beautiful fleet. What a perfect evening to fly! http://t.co/XMZ3Tf9Ix8,,2015-02-22 15:46:01 -0800,"Houston, TX",Central Time (US & Canada)
4928,569644213224148993,positive,1.0,general,0.2333333333333333,Southwest,,hustler4life_,,0,@SouthwestAir Leave BUR ten minutes Late Flight and arrive in SJC a minute before we were supposed to... Impressed! #gettingbetter 👍,,2015-02-22 15:45:38 -0800,,Pacific Time (US & Canada)
4929,569640446999203842,neutral,0.6596,general,0.0,Southwest,,marvokino,,0,@SouthwestAir My GF lost the promise ring I gave her on flight 2707 2/21/2015 SFO&gt;SNA. It's an infinity silver band ring. Please help!,,2015-02-22 15:30:40 -0800,,Central Time (US & Canada)
4930,569639587842281473,negative,1.0,Late Flight/Delayed Flight,0.0,Southwest,,ColinHuntleyLA,,0,@SouthwestAir Two delayed flights in a row. Neither one of them explained,,2015-02-22 15:27:15 -0800,ATX/LA,Pacific Time (US & Canada)
4931,569638751598563328,negative,1.0,Late Flight/Delayed Flight,0.0,Southwest,,masonsontwiter2,,0,@SouthwestAir been sleeping on the floor like I'm homeless and now delayed flights because the equipment isn't working! I have a job to get2,,2015-02-22 15:23:56 -0800,,Alaska
4932,569638417505497088,negative,1.0,Customer Service Issue,-1.0,Southwest,,masonsontwiter2,,0,@SouthwestAir you guys should stop doing service in Denver it's horrible I get stuck here every time! I've been here almost 24hrs,,2015-02-22 15:22:36 -0800,,Alaska
4933,569638063825154049,positive,1.0,general,0.23333333333333336,Southwest,,cyndibrown327,,0,@SouthwestAir Thanks. 436. Only a minor delay so not a big deal. :)Appreciate the concern though. Boarding now. You do have amazing service!,,2015-02-22 15:21:12 -0800,,Eastern Time (US & Canada)
4934,569635513138860032,neutral,1.0,general,0.1,Southwest,,AuGres_MI,,0,"@SouthwestAir Traveling with a 13 year old Thursday. He does not need an ID, correct?","[42.58399752, -83.10630667]",2015-02-22 15:11:04 -0800,Back in the Mitten,
4935,569635428237778944,neutral,0.7012,general,0.8,Southwest,,LetCourtRun,,0,@SouthwestAir How's Dallas incoming looking? I'm scheduled to fly in at 10:30 and wondering if I'll be stuck in St. Louis instead.,"[39.87875827, -75.23722854]",2015-02-22 15:10:44 -0800,,Central Time (US & Canada)
4936,569630183747153920,negative,1.0,Cancelled Flight,-0.8449999999999999,Southwest,,soylentgs,,0,@SouthwestAir Had a very unpleasant experience over the phone with one of your agents re: a Cancelled Flightled flight. I have the name &amp; agent ID.,,2015-02-22 14:49:53 -0800,Missouri,Central Time (US & Canada)
4937,569628970267705344,negative,1.0,Bad Flight,0.0,Southwest,,KissesofGodiva,,0,@SouthwestAir your wifi is angering me with its slowness,,2015-02-22 14:45:04 -0800,#BrownsNation ,
4938,569627946459275264,positive,0.6890000000000001,general,0.0,Southwest,,Ekanewilliams,,0,@SouthwestAir thank you!,,2015-02-22 14:41:00 -0800,"Washington, DC",
4939,569626389944659970,negative,1.0,Late Flight,-0.0625,Southwest,,cvalenzuelaSD,,0,@SouthwestAir we've been at the gate a long time. We're gonna miss our connection at MDW. Ack! http://t.co/qRXvZFrD1Z,,2015-02-22 14:34:49 -0800,,Pacific Time (US & Canada)
4940,569626122578726913,positive,1.0,general,0.0,Southwest,,stephwalker78,,0,"@SouthwestAir I tweeted several times last week about flight info during storm, always a timely tweet back.  Thx! 😄",,2015-02-22 14:33:45 -0800,Southern Virginia!!!!!!,
4941,569624788244828160,negative,1.0,Late Flight,-0.2375,Southwest,,thowelliv,,0,"@SouthwestAir Sort of, but I'm arriving a day Late Flight and have to incur overnight costs in a connecting city. Not cool at all...",,2015-02-22 14:28:27 -0800,Baltimore,Central Time (US & Canada)
4942,569622053214507008,negative,1.0,Can't Tell,-0.05,Southwest,,RnCahill,,0,"@SouthwestAir promised 4 rooms until Wednesday, (wentook3) and the hotel charged us $79 per room because we had a pink paper needed white?",,2015-02-22 14:17:35 -0800,,
4943,569620438734807042,negative,0.6575,Customer Service Issue,0.0,Southwest,,kirsten_lana,,0,@SouthwestAir just sent it,,2015-02-22 14:11:10 -0800,"Boston, MA",Eastern Time (US & Canada)
4944,569619751124795392,negative,1.0,Can't Tell,0.0,Southwest,,heyashleyglad,,0,@SouthwestAir if you have a rules you should probably apply them all the times not just sometimes. #shouldhaveflownjetblue,,2015-02-22 14:08:26 -0800,,Central Time (US & Canada)
4945,569619309401546752,neutral,1.0,general,0.3333333333333333,Southwest,,katiefranci,,0,@SouthwestAir your hold music sounds like it's from Super Mario Bros for gameboy color,,2015-02-22 14:06:41 -0800,,Central Time (US & Canada)
4946,569617202984255490,positive,1.0,general,0.0,Southwest,,emilymoffitt86,,0,@SouthwestAir props to your LAS employees working C11 gate. Because of them I am not opposed to flying through or to LAS in the future! 👏👏👏,,2015-02-22 13:58:18 -0800,.kansas city.,
4947,569615736387325952,negative,1.0,Bad Flight,-0.15250000000000002,Southwest,,Ekanewilliams,,0,@SouthwestAir baggage delivery at BWI very delayed and unnecessarily chaotic. Disappointing after a long trip! From a frequent traveler,,2015-02-22 13:52:29 -0800,"Washington, DC",
4948,569615206625599488,negative,0.6889,Cancelled Flight,-0.1976318359375,Southwest,,Doanthatsme,,0,@SouthwestAir most other carriers were flying out way past SW Cancelled Flightlation. @AlaskaAir and @JetBlue got their passengers out much Late Flightr!!!!!,,2015-02-22 13:50:22 -0800,no where,Pacific Time (US & Canada)
4949,569614436660432896,negative,1.0,Bad Flight,-0.625,Southwest,,Doanthatsme,,0,"@SouthwestAir extremely frustrating travel experience in Denver! Instead of landing in SEA on Saturday, now it's Monday afternoon!",,2015-02-22 13:47:19 -0800,no where,Pacific Time (US & Canada)
4950,569613284455948289,negative,1.0,Customer Service Issue,-1.0,Southwest,,kesslerj24,,0,@SouthwestAir I will be calling someone on Monday in customer relations. Very disappointed in how I was treated by customer service!,,2015-02-22 13:42:44 -0800,,
4951,569613113718218752,negative,1.0,Can't Tell/Food,-0.265625,Southwest,,NatassaCahill,,0,"@SouthwestAir your ""complimentary"" hotel vouchers are BS! $79 a night for the crappiest hotel ever! I wouldn't wish this on my worst enemy!",,2015-02-22 13:42:03 -0800,,
4952,569612549458522113,negative,1.0,Can't Tell,-1.0,Southwest,,Dablamo,,0,"@SouthwestAir worst air line ever, you have no compassion of the handicapped",,2015-02-22 13:39:49 -0800,,
4953,569612143873490944,neutral,0.6618,general,0.2,Southwest,,jkhantivong29,,0,@SouthwestAir when are the two free flights promo coming back?! Looking into the premiere card but might hold off or go with another option!,,2015-02-22 13:38:12 -0800,Denver,
4954,569611549960044544,negative,1.0,Cancelled Flight/Booking Problems,-0.375,Southwest,,NatassaCahill,,0,@SouthwestAir you are a bunch of liars! Cancelled Flightled our flight and rebooked us four days Late Flightr!,,2015-02-22 13:35:51 -0800,,
4955,569610806196768768,neutral,1.0,general,0.0,Southwest,,G1GARRISON,,0,@SouthwestAir done,,2015-02-22 13:32:53 -0800,,
4956,569607647051317249,neutral,0.3498,general/Booking Problems,0.0,Southwest,,kimwatsontanner,,0,@SouthwestAir currently rebooked thru Dallas but I hear they are expecting an ice storm (sigh) #strandedNYC,,2015-02-22 13:20:20 -0800,"Loomis, CA (Near SacTown)",Pacific Time (US & Canada)
4957,569607114462793730,neutral,0.6772,general,0.7,Southwest,,SBaskinEvents,,1,@SouthwestAir check out our 1st grader's school science fair project. She loves flying on Southwest Airlines. http://t.co/BaYePZkMiz,,2015-02-22 13:18:13 -0800,"Hanover, Maryland",
4958,569606089316167680,positive,1.0,general,0.0,Southwest,,NmJean05,,0,@SouthwestAir ohk. Thank You!!! B/C of the inexpensive airfares that Southwest has I can now travel around.,,2015-02-22 13:14:09 -0800,"Newark, NJ",Eastern Time (US & Canada)
4959,569604665240895488,negative,1.0,Damaged Luggage,-0.4,Southwest,,TheAndyHolland,,0,@SouthwestAir my golf bag was broken on the flight I just took. What's the process for damage reimbursement?,,2015-02-22 13:08:29 -0800,Washington DC,Eastern Time (US & Canada)
4960,569604198033170432,negative,1.0,Flight Booking Problems,0.022222222222222237,Southwest,,dflindzy_david,,0,@SouthwestAir ridiculous how you want to charge me $209 to change flights even with multiple seats available on the flight I needed,,2015-02-22 13:06:38 -0800,,
4961,569604066239762432,positive,0.6604,general,-0.0625,Southwest,,HybridMovementC,,0,@SouthwestAir  Mad love http://t.co/4ojrSDWPkK NYC-,,2015-02-22 13:06:06 -0800,"everywhere, all the time.",
4962,569603326947364864,negative,1.0,Cancelled Flight,-0.1,Southwest,,megmclaughlin,,0,@SouthwestAir - thanks for Cancelled Flighting our flight to BOS. We're stranded in DEN til Wed night. The 7 of us will never fly #southwest again,,2015-02-22 13:03:10 -0800,,Eastern Time (US & Canada)
4963,569602278988120064,negative,1.0,Customer Service Issue,0.041666666666666685,Southwest,,mrpearson3rd,,0,@SouthwestAir I was trying to find airfare for my family.  Your prices are ridiculous!  Almost $1000 more than @USAirways. #notmadeofmoney,,2015-02-22 12:59:00 -0800,,
4964,569601658491002880,positive,1.0,general,0.0,Southwest,,lkreed66,,0,@SouthwestAir My Fav!!!!,,2015-02-22 12:56:32 -0800,,
4965,569598614235942912,negative,1.0,Late Flight,0.0,Southwest,,BattleB_studios,,0,@SouthwestAir our flight is delayed till tomorrow curse the weather,,2015-02-22 12:44:26 -0800,,
4966,569598588378087426,negative,0.67,Flight Attendant Complaints,0.22666666666666666,Southwest,,JessicaTickle,,0,@SouthwestAir now I'm so lucky for my forced good deed I get to be smashed between 2 huge ppl in the exit row. Thank God I'm tiny. 😂💁,,2015-02-22 12:44:20 -0800,CA & MI ,Alaska
4967,569598511483789312,neutral,0.6385,general,0.0,Southwest,,MStudioFBA,,0,@SouthwestAir  Wish you allowed http://t.co/0pDNtGBXC6 to access you site for awards tracking.,,2015-02-22 12:44:02 -0800,USA,Mountain Time (US & Canada)
4968,569596778426855426,positive,0.6852,general,0.0,Southwest,,leahrotella,,0,@SouthwestAir - just got it back about 20 mins ago. Went about 18 hrs w/o it but I appreciate the support. $50 voucher + $50 for essentials.,,2015-02-22 12:37:09 -0800,"Albany, New York",Eastern Time (US & Canada)
4969,569596469105299456,neutral,0.6397,general,0.0,Southwest,,hlirvine,,0,@SouthwestAir @TheAcademy party in #hotlanta http://t.co/x5ZQssJtRB,,2015-02-22 12:35:55 -0800,Brooklyn,Eastern Time (US & Canada)
4970,569591945816772608,negative,1.0,Bad Flight,-0.5,Southwest,,tikidaisy,,0,"@SouthwestAir BTW I was completely unable to buy wifi for my flight using Galaxy S4. Couldn't zoom out or scroll to touch ""Buy""","[30.27027027, -97.74064527]",2015-02-22 12:17:57 -0800,"Washington, DC",America/New_York
4971,569590208095768576,neutral,0.6598,general,0.0,Southwest,,JessicaTickle,,0,@SouthwestAir is having a party in the atl terminal. #letitgo http://t.co/qxTeqZm3yz,,2015-02-22 12:11:02 -0800,CA & MI ,Alaska
4972,569589955837628416,neutral,1.0,general,0.35,Southwest,,MysticlyClear,,0,@SouthwestAir  I heard a rumor flight 898 was Cancelled Flightled.  Is this true?,,2015-02-22 12:10:02 -0800,Texas,Mountain Time (US & Canada)
4973,569589454194790400,positive,0.6536,general,0.0,Southwest,,hlirvine,,0,@SouthwestAir is hosting an @TheAcademy party in the terminal in Atlanta. #peanutsonaplatter,,2015-02-22 12:08:02 -0800,Brooklyn,Eastern Time (US & Canada)
4974,569589379385008129,positive,1.0,general,0.0,Southwest,,TheDarrenHickey,,0,@SouthwestAir Just watched crew on flight 380 help elderly lady off plane...#firstclass,"[33.4338494, -111.9963312]",2015-02-22 12:07:45 -0800,Indianapolis,Eastern Time (US & Canada)
4975,569589079710380032,negative,1.0,Lost Luggage,0.0,Southwest,,mcloeren,,0,@SouthwestAir it was not - still don't know where skis are and cannot get a call back from bag svc at airport (left several msgs),,2015-02-22 12:06:33 -0800,Bethesda MD,Quito
4976,569588375037960192,negative,1.0,Cancelled Flight,0.0,Southwest,,DigitalCK,,0,@SouthwestAir wife's flight to DAL just got Cancelled Flightled. What does she do to find options to get back home?  1708 PHX-&gt;DAL,"[33.00605781, -96.76519155]",2015-02-22 12:03:45 -0800,"Dallas, Tx",Central Time (US & Canada)
4977,569588348593025024,negative,0.3546,Can't Tell/Booking Problems,0.2,Southwest,,marysilvadoctor,,0,@SouthwestAir thanks for the response - flight time has passed - rebooked now,"[41.72810364, -71.43406677]",2015-02-22 12:03:39 -0800,"Nashville, TN",Central Time (US & Canada)
4978,569587157574135808,negative,0.6888,Bad Flight,-0.125,Southwest,,danihampton,,0,"&lt;3 &lt;3 RT @SouthwestAir! @danihampton Sorry to hear about the WiFi connection, Dani. Please DM us your conf # so we can help you. Thanks!",,2015-02-22 11:58:55 -0800,,Arizona
4979,569586743831191552,positive,1.0,general,0.0,Southwest,,danihampton,,0,@SouthwestAir you guys rule. I will DM you. &lt;3 Thank you.,,2015-02-22 11:57:16 -0800,,Arizona
4980,569586235259404288,positive,0.6779999999999999,general,0.2333333333333333,Southwest,,EffremFGoodman,,0,@SouthwestAir good to be back. See you all again in several weeks.,"[34.7300769, -92.219814]",2015-02-22 11:55:15 -0800,#DFWLittleRockMempLAVegas#MS#,
4981,569586098772578304,negative,0.6822,Bad Flight,-0.1953125,Southwest,,TacoDangerous,,0,@SouthwestAir Boooo!!!!!!   Don't be like the other airlines!!  http://t.co/WHAGPknnLF,,2015-02-22 11:54:43 -0800,"Two Guns, Arizona",Central Time (US & Canada)
4982,569585343084650496,positive,0.6906,general/Flight Attendant,0.4375,Southwest,,Jesswhy,,0,"@SouthwestAir stewardess really funny! Now I could get the gent next to me to use some headphones, this would be the perfect flight!",,2015-02-22 11:51:42 -0800,,Pacific Time (US & Canada)
4983,569584744532287490,negative,0.6479,Can't Tell,0.0,Southwest,,adrianarebelo_,,0,@SouthwestAir FIND A WAY TO Cancelled Flight FLIGHT 310!!!!!!!,,2015-02-22 11:49:20 -0800,,Atlantic Time (Canada)
4984,569584431544971264,neutral,0.6747,general,-0.1,Southwest,,JoshuaWaldorf,,0,@SouthwestAir how can I check to see if my flight to NYC is expected to be delayed or Cancelled Flightled for this Tuesday?,,2015-02-22 11:48:05 -0800,Texas,Central Time (US & Canada)
4985,569577548318777345,negative,1.0,Cancelled Flight/Booking Problems,-0.75,Southwest,,bashomosko,,0,.@SouthwestAir thx for the note. Flight was Cancelled Flightled and today is all booked so had to go with another carrier. :(,,2015-02-22 11:20:44 -0800,"boulder, co",Pacific Time (US & Canada)
4986,569576624158437376,negative,0.6465,Customer Service Issue,0.0,Southwest,,dan_humboldt,,0,@SouthwestAir could I get a phone call from a customer service rep to get the issue resolved?,,2015-02-22 11:17:04 -0800,,
4987,569576038289711104,positive,1.0,general,0.8,Southwest,,RichardAWeber,,0,@SouthwestAir think you have great people working for you.,,2015-02-22 11:14:44 -0800,,
4988,569571448412438528,positive,1.0,general,0.0,Southwest,,SamPalazzolo,,0,@SouthwestAir Way to go flying out of Denver today! Must be the only airline not Cancelled Flighting/delaying flights! #FlySWA #denverairport,,2015-02-22 10:56:30 -0800,"San Diego, CA USA",Pacific Time (US & Canada)
4989,569571437389881344,negative,0.6078,Bad Flight,0.25,Southwest,,TheDarrenHickey,,0,@SouthwestAir here's a first..both pilot and first officer in galley during flight...,,2015-02-22 10:56:27 -0800,Indianapolis,Eastern Time (US & Canada)
4990,569568079761403904,neutral,0.6598,general,-0.125,Southwest,,briandotcom,,0,@SouthwestAir -- any updates on flights getting Cancelled Flighted into DAL? I have a connecting flight there and hope it doesn't delay due to weather,,2015-02-22 10:43:06 -0800,UTSA '13,Central Time (US & Canada)
4991,569567144318365696,negative,1.0,Cancelled Flight,0.0,Southwest,,Kehrricane,,0,@SouthwestAir Flight 52 got Cancelled Flightled 6 hrs before takeoff. No Customer Service. Been on hold for 30 minutes.,,2015-02-22 10:39:23 -0800,Wichita,Central Time (US & Canada)
4992,569567028136296450,neutral,0.3444,general,0.0,Southwest,,PasstheJman,,0,@SouthwestAir my flight continues through to Vegas after my stop. Don't be upset if a stowaway.,"[41.77838296, -87.7409109]",2015-02-22 10:38:56 -0800,,Mountain Time (US & Canada)
4993,569566673235271680,negative,1.0,Customer Service Issue,-0.20833333333333331,Southwest,,mightymolar,,0,@SouthwestAir waiting over a half hour for my checked baggage to be delivered! No updates from any ground crew,"[38.84884095, -77.04207298]",2015-02-22 10:37:31 -0800,"Rockville, Maryland",Eastern Time (US & Canada)
4994,569565359524716544,negative,0.6632,Can't Tell,0.0,Southwest,,paydirt434,,0,@SouthwestAir    Promotion e-mail today (Vegas and Jamaica) has a defective link for the Vegas sweepstakes...it times out with error.,,2015-02-22 10:32:18 -0800,"Herndon, VA",Eastern Time (US & Canada)
4995,569562867281690625,neutral,1.0,general,0.0,Southwest,,allie_kaji621,,0,@SouthwestAir safety back in Dallas!,,2015-02-22 10:22:24 -0800,Den10,Central Time (US & Canada)
