american-airlines, Booking Problems, took 37 hours get destination. suppose take 18 . confirmed booked tickets wife two transfers. one dallas one london. end 3. plane heathrow late missed transfer got off plane heathrow american employee gave us new transfer tickets told us hurry next gate catch . ran next gate took 30 minutes (heathrow). got wife looked tickets layover 4 hours. employee us run? flight florence not pisa probably didn't want us notice. went back security (1.5 hours heathrow) got new tickets american british airways pisa. hour wait another run security (1.5 hours) back proper gate. didn't american put us flight first place? work british airways get customers pisa! since got back contacted american issue sent us voucher $200 luggage mess way home. didn't anything sending us wrong city.
american-airlines, Lost Luggage, us college student currently buenos aires argentina. traveling columbus ohio connections washington miami. board columbus without problems however board dealt rude flight attendants. flight washington arrives dca time enough time board flight miami boarded without problems faced rude flight attendants. arrive miami 20 minutes delayed called counter agent asked switch seats another passenger family traveling. paid extra seat left preferred seating asked agent moved preferred seat said yes. get line board told rudely boarding group 4 boarding group 1 moment. paid extra boarding group 1 will never switch seats someone. finally able board safety video plays screen backs seats. pilot comes saying two minor problems need taken care can take off. waiting hour pilot comes back intercom explain need deplane. got off plane wait gate another hour finally told flight won't leave 11.30 next morning. waiting forever speak ticket agent offered transportation voucher. pay hotel miami. 
american-airlines, Flight Attendant, us college student currently buenos aires argentina. traveling columbus ohio connections washington miami. board columbus without problems however board dealt rude flight attendants. flight washington arrives dca time enough time board flight miami boarded without problems faced rude flight attendants. arrive miami 20 minutes delayed called counter agent asked switch seats another passenger family traveling. paid extra seat left preferred seating asked agent moved preferred seat said yes. get line board told rudely boarding group 4 boarding group 1 moment. paid extra boarding group 1 will never switch seats someone. finally able board safety video plays screen backs seats. pilot comes saying two minor problems need taken care can take off. waiting hour pilot comes back intercom explain need deplane. got off plane wait gate another hour finally told flight won't leave 11.30 next morning. waiting forever speak ticket agent offered transportation voucher. pay hotel miami. 
american-airlines, Damaged Luggage, american usually okay aggravated time around. 'm assuming airlines set flight times. 2 hour layover usually enough time due size unecessary complexity  already reviewed airport separately) miami airport not enough time run make final boarding call. feel like airline understand times airport not schedule flights know will almost impossible customers. close not making even though responsible booking layover times. risk passengers not making don't schedule flights times! part problem need claim baggage recheck not informed booked flights. took far long baggage come no one around answer questions whether not baggage coming. running make still didn't take off time. sat 30 mins gate fixed problem cargo. smaller complaints: not serve snacks flights trip not show good entertainment. kept showing show show instead movies not good shows either popular.
american-airlines, Booking Problems, american usually okay aggravated time around. 'm assuming airlines set flight times. 2 hour layover usually enough time due size unecessary complexity  already reviewed airport separately) miami airport not enough time run make final boarding call. feel like airline understand times airport not schedule flights know will almost impossible customers. close not making even though responsible booking layover times. risk passengers not making don't schedule flights times! part problem need claim baggage recheck not informed booked flights. took far long baggage come no one around answer questions whether not baggage coming. running make still didn't take off time. sat 30 mins gate fixed problem cargo. smaller complaints: not serve snacks flights trip not show good entertainment. kept showing show show instead movies not good shows either popular.
american-airlines, Customer Service Issue, anytime ever flown american airlines always way go beyond making flight travel miserable possible.  'll give american airlines benefit doubt. not people work american airlines rude. will acknowledge persistent polite enough. denver airport not impressed agents. flight crew best help . able inform miss connecting flight pittsburgh. one agent seemed address issue concise respectful manner - agents rude. don't need outstanding customer service.
american-airlines, longlines, haven't flown aa july flight aa horrible experience ever . aircraft not clean new compared airlines like ua jetblue. flight dallas new york city asked check carry baggage boarding (last board) saying no enough seat space. boarding airplane found much space near seat no need check carry . experience jetblue flight attendee will arrange carry bag space . 
american-airlines, Customer Service Issue, plane diverted dfw shreveport la left tarmac almost 3 hours abruptly cancelled. no flights meant everyone stuck no rental cars available. no help w/ hotel costs car rental. will never fly american 
american-airlines, Cancelled Flight, plane diverted dfw shreveport la left tarmac almost 3 hours abruptly cancelled. no flights meant everyone stuck no rental cars available. no help w/ hotel costs car rental. will never fly american 
american-airlines, Damaged Luggage, set travel vegas dallas orlando gatwick. nightmare started first flight flight delayed due cabin crew late got dallas missed connection due previous flight delay get told can go next flight fully booked put standby. made aware connections get couldn't cared less! partner explaining needed get home due commitments etc put us direct flight booked told us heathrow airport 45 mins car gatwick. advised airline pay bus journey took . arrived heathrow nightmare continued american airlines now lost luggage. realised luggage missing went help desk just file report told go home luggage arrive later day will ok. well 've home day now numerous phone calls american airlines not helpful us.
american-airlines, Booking Problems, set travel vegas dallas orlando gatwick. nightmare started first flight flight delayed due cabin crew late got dallas missed connection due previous flight delay get told can go next flight fully booked put standby. made aware connections get couldn't cared less! partner explaining needed get home due commitments etc put us direct flight booked told us heathrow airport 45 mins car gatwick. advised airline pay bus journey took . arrived heathrow nightmare continued american airlines now lost luggage. realised luggage missing went help desk just file report told go home luggage arrive later day will ok. well 've home day now numerous phone calls american airlines not helpful us.
american-airlines, Flight Attendant, set travel vegas dallas orlando gatwick. nightmare started first flight flight delayed due cabin crew late got dallas missed connection due previous flight delay get told can go next flight fully booked put standby. made aware connections get couldn't cared less! partner explaining needed get home due commitments etc put us direct flight booked told us heathrow airport 45 mins car gatwick. advised airline pay bus journey took . arrived heathrow nightmare continued american airlines now lost luggage. realised luggage missing went help desk just file report told go home luggage arrive later day will ok. well 've home day now numerous phone calls american airlines not helpful us.
american-airlines, Flight Booking Problems, flight boston o'hare fair good. basic experience. aa not handle flight delay well o'hare - assigning late inbound pilots near time-active service already delayed departure flight airport curfew time. o'hare frequently runway holds queues make things even later. ultimately returned different gate due timed-pilots now cancelled flight didn't staffing available open gate get us started rescheduling flights additional 20 minutes - blowing chance catching last flights southern california night. just one setback another. recommendation flying aa - stick hub dfw least may extra resources keep things moving. dumbfounded decision tree mitigation process not uncommon event cancelled flight o'hare. no hotel help silly dinner voucher restaurant might open terminal midnight just not whole lot explanation. yes rain cause part delay really no responsibility attributed airline factors weighed cancellation. now flying home competitor along least 5 others recognize fateful night.
american-airlines, Cancelled Flight, flight boston o'hare fair good. basic experience. aa not handle flight delay well o'hare - assigning late inbound pilots near time-active service already delayed departure flight airport curfew time. o'hare frequently runway holds queues make things even later. ultimately returned different gate due timed-pilots now cancelled flight didn't staffing available open gate get us started rescheduling flights additional 20 minutes - blowing chance catching last flights southern california night. just one setback another. recommendation flying aa - stick hub dfw least may extra resources keep things moving. dumbfounded decision tree mitigation process not uncommon event cancelled flight o'hare. no hotel help silly dinner voucher restaurant might open terminal midnight just not whole lot explanation. yes rain cause part delay really no responsibility attributed airline factors weighed cancellation. now flying home competitor along least 5 others recognize fateful night.
american-airlines, Can't Tell, depressing experience. flight delayed nearly 4 hours no explanation. went secondary security check water purchased primary security confiscated. grateful aa takes security seriously several people came check water not found baggage checkers. cabin crew rude unfriendly unapproachable especially needed water. passengers front seats assumed airline employees. given priority treatment much joking crew. unprofessional. take-off landing little attempt ensure seat-belts fastened seats upright. get british airways ongoing miami true joy.
american-airlines, Flight Attendant, depressing experience. flight delayed nearly 4 hours no explanation. went secondary security check water purchased primary security confiscated. grateful aa takes security seriously several people came check water not found baggage checkers. cabin crew rude unfriendly unapproachable especially needed water. passengers front seats assumed airline employees. given priority treatment much joking crew. unprofessional. take-off landing little attempt ensure seat-belts fastened seats upright. get british airways ongoing miami true joy.
american-airlines, Flight Booking Problems, "flew vegas chicago o'hare en route buffalo. informed via voicemail next flight delayed another canceling. called given number get booked next flight not 8.30 . said get info email never came. cots present sleep failed mention wake 4am. sat gate 4 hours just find changed without knowing run next gate. got 10 minutes spare closed gate not let said ticket not issued present phone. next flight not 3 pm luckily standby 12 pm managed get ""overfull"" plane last minute. arrived home 14 hours later paid . used gogo service paid $6 movie cut off 30 minutes no refund. don't even offer complimentary peanuts 4 hour flight. never will fly ."
american-airlines, Booking Problems, "flew vegas chicago o'hare en route buffalo. informed via voicemail next flight delayed another canceling. called given number get booked next flight not 8.30 . said get info email never came. cots present sleep failed mention wake 4am. sat gate 4 hours just find changed without knowing run next gate. got 10 minutes spare closed gate not let said ticket not issued present phone. next flight not 3 pm luckily standby 12 pm managed get ""overfull"" plane last minute. arrived home 14 hours later paid . used gogo service paid $6 movie cut off 30 minutes no refund. don't even offer complimentary peanuts 4 hour flight. never will fly ."
american-airlines, Bad Flight, flight delayed 5 hours due bad computer part. repeatedly given inaccurate information length delay. told aa get part ua told part flown . part ua plane hangar. told take 5 minutes swap . took hour remove another hour install testing began. 2 hours delay given $12 meal voucher. can't even buy pre-made sandwich ord amount. missed connection rebooked one . trip 16 hours home took 24 hours. aa gave 5000 air miles costs nothing. 
american-airlines, Booking Problems, flight delayed 5 hours due bad computer part. repeatedly given inaccurate information length delay. told aa get part ua told part flown . part ua plane hangar. told take 5 minutes swap . took hour remove another hour install testing began. 2 hours delay given $12 meal voucher. can't even buy pre-made sandwich ord amount. missed connection rebooked one . trip 16 hours home took 24 hours. aa gave 5000 air miles costs nothing. 
american-airlines, Food, flight delayed 5 hours due bad computer part. repeatedly given inaccurate information length delay. told aa get part ua told part flown . part ua plane hangar. told take 5 minutes swap . took hour remove another hour install testing began. 2 hours delay given $12 meal voucher. can't even buy pre-made sandwich ord amount. missed connection rebooked one . trip 16 hours home took 24 hours. aa gave 5000 air miles costs nothing. 
american-airlines, Flight Attendant Complaints, pleasantly surprised comfortable flight . plenty leg space great overhead lighting great seat back entertainment. asked vegetarian meal - showed delicious.
american-airlines, Food, pleasantly surprised comfortable flight . plenty leg space great overhead lighting great seat back entertainment. asked vegetarian meal - showed delicious.
american-airlines, Damaged Luggage, ord-msy 1st july. online check-swift simple no delays friendly ground air crew. basic plane no wifi ife 1.5 hour flight can't really complain. bit bumpy landing rain well-handled captain crew. served complimentary drink no food 1.5 hour flight. happily recommend aa others.
american-airlines, Food, ord-msy 1st july. online check-swift simple no delays friendly ground air crew. basic plane no wifi ife 1.5 hour flight can't really complain. bit bumpy landing rain well-handled captain crew. served complimentary drink no food 1.5 hour flight. happily recommend aa others.
american-airlines, Damaged Luggage, first changed flight time london layover 5 hours get chicago wait last minute change gate 15 walk original gate. changed flight time another 5 hour layover flight delayed leave 9 pm. aa travel time 31 hours length no apologies. no one wants help answer questions don't care passenger will never fly aa .
american-airlines, Lost Luggage, awful plane dirty cold unresponsive crew. platinum lot necessity. american airlines really bottom barrel.
american-airlines, Bad Flight, first class a321 transcon. ground service excellent. flagship check-fantastic spacious modern space away crowd. check-escorted front tsa pre-check line done security two minutes although wish agent jovial. flagship lounge great plenty breakfast options extensive beverage selection. lounge not crowded. seating comfortable wifi fast. overall great space much better food drinks regular lounge. flight good. seats spacious tons storage. power ports usb plugs remote control bunch features located seat. seat private minor complaint firmness wish lot soft like ones boeing 767-300s. tv screens huge great interactive map plenty entertainment options. purser interactive friendly although lack finesse. dropped appetizer floor constantly spilled liquid tray table.  food abundance also introduced new menu got try . appetizer main dessert good quality although nothing memorable. salad extremely disappointing. tasted looked like leftovers prepackaged bag salad dressing oily. overall food better although flagship route american step game considering delta offers excellent inflight meals shorter flights. flight great. excellent ground service good service great seat although food needs improvement.
american-airlines, Food, first class a321 transcon. ground service excellent. flagship check-fantastic spacious modern space away crowd. check-escorted front tsa pre-check line done security two minutes although wish agent jovial. flagship lounge great plenty breakfast options extensive beverage selection. lounge not crowded. seating comfortable wifi fast. overall great space much better food drinks regular lounge. flight good. seats spacious tons storage. power ports usb plugs remote control bunch features located seat. seat private minor complaint firmness wish lot soft like ones boeing 767-300s. tv screens huge great interactive map plenty entertainment options. purser interactive friendly although lack finesse. dropped appetizer floor constantly spilled liquid tray table.  food abundance also introduced new menu got try . appetizer main dessert good quality although nothing memorable. salad extremely disappointing. tasted looked like leftovers prepackaged bag salad dressing oily. overall food better although flagship route american step game considering delta offers excellent inflight meals shorter flights. flight great. excellent ground service good service great seat although food needs improvement.
american-airlines, general, toilets fine seating good. food average (least food!). great staff pilots overall good experience. issues baggage appears baggage never left new york (ord stl connecting flight jfk). issue resolved quickly 4 pieces luggage delivered free place staying st louis. overall flight american fine.
american-airlines, Food, toilets fine seating good. food average (least food!). great staff pilots overall good experience. issues baggage appears baggage never left new york (ord stl connecting flight jfk). issue resolved quickly 4 pieces luggage delivered free place staying st louis. overall flight american fine.
american-airlines, general, firstly transatlantic flight bhx jfk no ife staff service inefficient toilets dirty. earth use glorified 737 long haul? flight nyc dallas delayed 1hr final leg - dallas lima - added extra broken ac socket. now found american taken us off return flight mia jfk (bhx) given us detour mia ord ord jfk now 3 stopovers without notifying us. awful.
american-airlines, Customer Service Issue, worst experience airline possible will choose another airline next travel plans. delay cancelation going montego bay (worse) return flight. return home missed connecting flight charlotte congestion runway. next flight not three hours. plane late needed repairs seven hours airport finally got plane fly 45 minutes charlotte atlanta. airline offered us nothing no vouchers anything else causing us miss connecting flight. just got attitude employees.
american-airlines, Lost Luggage, coming off flights qatar airways last leg new york american airlines. start boarding began 20 minutes late previous american airlines flight seattle delayed. cdg shocking airport. wasn't looking forward old b767 fly either. flight took off time wasn't bad. slept time partly due lack personal entertainment. entertainment overhead screen showing terrible movie. crew good particularly one. can't remember name 'll know meet . food okay main meal decent ice-cream snacks excellent. flight landed time. average flight won't recommend .
american-airlines, Food, coming off flights qatar airways last leg new york american airlines. start boarding began 20 minutes late previous american airlines flight seattle delayed. cdg shocking airport. wasn't looking forward old b767 fly either. flight took off time wasn't bad. slept time partly due lack personal entertainment. entertainment overhead screen showing terrible movie. crew good particularly one. can't remember name 'll know meet . food okay main meal decent ice-cream snacks excellent. flight landed time. average flight won't recommend .
american-airlines, Cancelled Flight, "flight cancelled jfk cancun. mobile app downloaded american airline's website told time flight schedule. arrived airport see boards flight cancelled. directed counters deal maybe try book next flight. no apology staff unhelpful counter staff downright ""offish"" situation. even told mobile app doesn't communicate flight counter information can incorrect. question 's point app doesn't provide --date info. flight booked next day. incurred cost overnight near jfk incurred cost night destination. no offer assist accommodation overnight caused cancellation. made feel customer intrusion non-operation flight. lost confidence airline return flight cancun dallas flight delayed almost three hours. cancelled flight scheduled return flight connect another international flight delayed hours."
american-airlines, Booking Problems, "flight cancelled jfk cancun. mobile app downloaded american airline's website told time flight schedule. arrived airport see boards flight cancelled. directed counters deal maybe try book next flight. no apology staff unhelpful counter staff downright ""offish"" situation. even told mobile app doesn't communicate flight counter information can incorrect. question 's point app doesn't provide --date info. flight booked next day. incurred cost overnight near jfk incurred cost night destination. no offer assist accommodation overnight caused cancellation. made feel customer intrusion non-operation flight. lost confidence airline return flight cancun dallas flight delayed almost three hours. cancelled flight scheduled return flight connect another international flight delayed hours."
american-airlines, Cancelled Flight, "flight cancelled jfk cancun. mobile app downloaded american airline's website told time flight schedule. arrived airport see boards flight cancelled. directed counters deal maybe try book next flight. no apology staff unhelpful counter staff downright ""offish"" situation. even told mobile app doesn't communicate flight counter information can incorrect. question 's point app doesn't provide --date info. flight booked next day. incurred cost overnight near jfk incurred cost night destination. no offer assist accommodation overnight caused cancellation. made feel customer intrusion non-operation flight. lost confidence airline return flight cancun dallas flight delayed almost three hours. cancelled flight scheduled return flight connect another international flight delayed hours."
american-airlines, Flight Booking Problems, flew american airlines tokyo chicago 11-hour flight. little delayed didn't matter pilots best make arrived 45 minutes estimated arrival time. flight full usual airspace around tokyo narita congested 7 planes queuing front us take off. little tv screen monitor seat front tiny didn't many shows watch. staff extremely friendly multiple drink options. seated window seat row 41 try climb person sitting next sleeping failed. can find flight another airline 'd probably take .
american-airlines, Bad Flight, booked 5 american airlines flights january 13 2015 4 us going fishing alaska flight june 24 return june 25. called airline reservations agent order book flight specifically book seat assignments. received confirmation january 13 2015 . american airlines changes outbound flights different route may 20. -line check-june 23 discovered no seat assignments - aa refused acknowledge change requested seats. aa usual requests kiosk check-airport even though boarding passes hand. newly kiosk issued boarding passes not acceptable boarding gates re-check boarding gate receive gate acceptable boarding pass. bad unpleasant un-acceptable experience.
american-airlines, Booking Problems, booked 5 american airlines flights january 13 2015 4 us going fishing alaska flight june 24 return june 25. called airline reservations agent order book flight specifically book seat assignments. received confirmation january 13 2015 . american airlines changes outbound flights different route may 20. -line check-june 23 discovered no seat assignments - aa refused acknowledge change requested seats. aa usual requests kiosk check-airport even though boarding passes hand. newly kiosk issued boarding passes not acceptable boarding gates re-check boarding gate receive gate acceptable boarding pass. bad unpleasant un-acceptable experience.
american-airlines, Flight Booking Problems, didn't fly manchester new york flight cancelled. sat runway 2 hours whilst pilot waited maintenance staff. de-planed without single apology staff. go back airport security arrived country! duty free taken off us. re-queue check-hour half staff rude brusque aloof. told options cancel altogether fly 9.5 hours later heathrow via british airways. 3 nights new york lose third trip. asked come back day later actually get trip paid meaning adding day lost onto end holiday wouldn't honour . pay additional night hotel new york gave us 15 minutes decide organise. flew back american airlines end trip even flight staff not smile brusque. 
american-airlines, Cancelled Flight, didn't fly manchester new york flight cancelled. sat runway 2 hours whilst pilot waited maintenance staff. de-planed without single apology staff. go back airport security arrived country! duty free taken off us. re-queue check-hour half staff rude brusque aloof. told options cancel altogether fly 9.5 hours later heathrow via british airways. 3 nights new york lose third trip. asked come back day later actually get trip paid meaning adding day lost onto end holiday wouldn't honour . pay additional night hotel new york gave us 15 minutes decide organise. flew back american airlines end trip even flight staff not smile brusque. 
american-airlines, Can't Tell, family frustrating experience trying fly toronto week-long vacation united airways (post-american airlines merger). bought tickets month flight ended paying almost $700 roundtrip (4 us). june 21st drove 2 hours charlotte airport way got automated call telling us flight cancelled maintenance (around 11.30) beautiful clear day. not knowing continued airport terminal check-line. employee check-said rescheduled flight next day 5.30am. wasn't acceptable alternative us put standby 4.30 flight check-stowaway luggage. asked get luggage back didn't make 4.30 flight told luggage marked standby not put plane without us. past security checked united airways employees assured us case. employees helpful patient us. waited airport hours standby flight unsurprisingly not space 4 us. sent baggage claim waited luggage never showed . bags sent toronto yyz without us. called toronto pearson airport helpful woman connected united airways baggage office. finally satisfied probably weren't going send luggage back charlotte drove north. toronto pearsons found customer service made call told us exactly find luggage. 1/10 rating generous.
american-airlines, Cancelled Flight, family frustrating experience trying fly toronto week-long vacation united airways (post-american airlines merger). bought tickets month flight ended paying almost $700 roundtrip (4 us). june 21st drove 2 hours charlotte airport way got automated call telling us flight cancelled maintenance (around 11.30) beautiful clear day. not knowing continued airport terminal check-line. employee check-said rescheduled flight next day 5.30am. wasn't acceptable alternative us put standby 4.30 flight check-stowaway luggage. asked get luggage back didn't make 4.30 flight told luggage marked standby not put plane without us. past security checked united airways employees assured us case. employees helpful patient us. waited airport hours standby flight unsurprisingly not space 4 us. sent baggage claim waited luggage never showed . bags sent toronto yyz without us. called toronto pearson airport helpful woman connected united airways baggage office. finally satisfied probably weren't going send luggage back charlotte drove north. toronto pearsons found customer service made call told us exactly find luggage. 1/10 rating generous.
